69,69,69,69,69,69,69,69,69,69,10,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,5,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,69,5,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,69,69,69,69,69,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,69,69,69,69,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,69,15,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,5,69,69,69,69,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,69,15,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,5,69,69,69,69,74,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,69,15,69,69
69,69,69,69,69,69,69,69,69,69,10,69,78,78,78,69,69,69,69,69,78,78,69,69,69,0,1,1,1,66,67,1,1,1,1,5,69,69,69,69,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,69,15,69,69
69,69,69,69,69,69,69,69,69,69,10,69,78,78,78,78,69,69,69,69,78,78,69,69,69,10,77,69,69,69,69,69,69,69,77,15,69,69,69,69,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,69,15,69,69
69,69,69,69,69,69,69,69,69,69,10,69,78,78,78,78,78,69,69,69,78,78,69,69,69,10,69,69,69,69,69,69,69,69,69,15,69,69,69,69,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,69,15,69,69
69,69,69,69,69,69,69,69,69,69,10,69,78,78,69,78,78,78,69,69,78,78,69,69,69,10,69,69,69,69,69,69,69,69,69,15,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,78,69,15,69,69
69,69,69,69,69,69,69,69,69,69,10,69,78,78,69,69,78,78,78,69,78,78,69,69,69,10,69,69,69,69,69,69,69,69,69,15,69,69,69,69,69,0,3,3,3,3,3,3,3,3,3,3,3,5,69,77,69,15,69,69
69,69,69,69,69,69,69,69,69,69,10,69,78,78,69,69,69,78,78,78,78,78,69,69,69,10,69,69,69,86,86,86,69,69,69,15,69,69,69,69,69,10,69,69,69,69,69,69,69,69,69,69,69,15,69,78,69,15,69,69
69,69,69,69,69,69,69,69,69,69,10,69,78,78,69,69,69,69,78,78,78,78,69,69,69,10,69,69,69,86,84,86,69,69,69,15,69,69,69,69,69,10,69,69,69,69,78,78,78,78,78,78,69,15,69,78,69,15,69,69
69,69,69,69,69,69,69,69,69,69,10,69,78,78,69,69,69,69,69,78,78,78,69,69,69,10,69,69,69,86,86,86,69,69,69,15,69,69,69,69,69,10,69,69,69,69,78,78,78,78,78,78,69,15,69,78,69,15,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,69,69,69,69,69,15,69,69,69,69,69,10,69,69,69,69,78,78,69,69,69,78,69,15,69,74,69,15,69,69
69,69,69,69,69,69,69,69,69,69,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,66,67,3,5,69,78,69,15,69,78,69,15,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,15,69,78,69,15,69,78,69,15,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,69,69,69,69,69,69,69,69,69,69,86,86,86,86,86,86,86,86,86,86,86,69,69,69,69,69,69,69,69,69,69,69,69,69,15,69,86,69,15,69,86,69,15,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,69,69,69,69,69,69,69,69,77,69,69,69,69,69,69,69,69,69,69,69,69,69,77,69,69,69,69,69,69,69,69,69,69,69,15,69,86,69,15,69,86,69,15,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,0,1,66,67,1,53,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,54,1,66,67,1,5,69,69,69,69,15,69,86,69,15,69,86,69,15,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,10,69,69,69,69,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,69,69,69,69,35,69,69,69,69,15,69,86,69,15,69,86,69,15,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,10,69,69,69,69,0,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,5,69,69,69,69,35,69,69,69,69,15,69,86,69,15,69,86,69,15,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,10,69,69,69,69,0,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,5,69,69,69,69,35,69,69,69,69,15,69,86,69,15,69,86,69,15,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,10,69,77,69,69,0,69,69,78,78,78,78,78,78,79,79,78,78,78,78,78,78,69,69,5,69,77,69,69,35,69,69,69,69,15,69,86,69,15,69,86,69,15,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,10,69,69,69,69,0,69,69,78,78,78,78,78,78,79,79,78,78,78,78,78,78,69,69,5,69,69,69,69,35,69,69,69,69,15,69,86,69,15,69,86,69,15,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,10,69,69,69,69,0,69,69,78,78,78,78,78,78,79,79,78,78,78,78,78,78,69,69,5,69,69,69,69,35,69,69,69,69,15,69,78,69,15,69,78,69,15,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,10,69,69,69,69,0,69,69,78,78,78,78,78,78,79,79,78,78,78,78,78,78,69,69,5,69,69,69,69,35,69,69,69,69,15,69,78,69,15,69,78,69,15,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,10,69,86,86,69,0,69,69,78,78,78,78,86,86,86,86,86,86,78,78,78,78,69,69,5,69,86,86,69,35,69,69,69,69,15,69,78,69,15,69,78,69,15,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,10,69,86,86,69,0,69,69,79,79,79,86,79,23,78,78,79,79,86,79,79,79,69,69,5,69,86,86,69,35,69,69,69,69,15,69,78,69,15,69,78,69,15,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,10,69,86,86,69,0,69,69,79,79,79,86,79,23,78,78,23,79,86,79,79,79,69,69,5,69,86,86,69,35,69,69,69,69,15,69,78,69,15,69,78,69,15,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,10,69,86,86,69,0,69,69,78,78,78,78,86,86,86,86,86,86,78,78,78,78,69,69,5,69,86,86,69,35,69,69,69,69,15,69,78,69,15,69,74,69,15,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,10,69,69,69,69,0,69,69,78,78,78,78,78,78,79,79,78,78,78,78,78,78,69,69,5,69,69,69,69,35,69,69,69,69,15,69,78,69,69,69,78,69,15,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,10,69,69,69,69,0,69,69,78,78,78,78,78,78,79,79,78,78,78,78,78,78,69,69,5,69,69,69,69,35,69,69,69,69,15,69,78,78,78,78,78,69,15,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,10,69,69,69,69,0,69,69,78,78,78,78,78,78,79,79,78,78,78,78,78,78,69,69,5,69,69,69,69,35,69,69,69,69,15,69,78,78,78,78,78,69,15,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,10,69,69,69,69,0,69,69,78,78,78,78,78,78,79,79,78,78,78,78,78,78,69,69,5,69,69,69,69,35,69,69,69,69,15,69,78,78,78,78,78,69,15,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,10,69,69,69,69,0,69,69,78,78,78,78,78,78,79,79,78,78,78,78,78,78,69,69,5,69,69,69,69,35,69,69,69,69,15,69,78,78,78,78,78,69,15,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,10,69,69,69,69,0,69,69,78,78,78,78,78,78,79,79,78,78,78,78,78,78,69,69,5,69,69,69,69,35,69,69,69,69,15,69,69,69,69,69,69,69,15,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,10,69,69,69,69,0,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,5,69,69,69,69,35,69,69,69,69,15,44,44,44,44,44,44,44,45,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,10,69,69,69,69,0,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,5,69,69,69,69,35,69,69,69,69,15,69,69,69,69,69,69,69,69,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,10,69,69,69,69,40,41,41,41,41,41,41,41,41,66,67,41,41,41,41,41,41,41,41,45,69,69,69,69,35,69,69,69,69,15,69,69,69,69,69,69,69,69,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,10,69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,69,69,15,69,69,69,69,69,69,69,69,69,69,35,69,69,69,69,15,69,69,69,69,69,69,69,69,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,10,69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,69,69,15,69,69,69,69,69,69,69,69,69,69,35,69,69,69,69,15,69,69,69,69,69,69,69,69,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,10,69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,69,69,15,69,69,69,69,69,69,69,69,69,69,35,69,69,69,69,15,69,69,69,69,69,69,69,69,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,10,69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,69,69,15,69,69,69,69,69,69,69,69,69,69,35,69,69,69,69,15,69,69,69,69,69,69,69,69,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,10,69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,69,69,15,69,69,69,69,69,69,69,69,69,69,35,69,69,69,69,15,69,69,69,69,69,69,69,69,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,10,69,69,69,69,69,69,69,69,69,69,10,69,69,77,77,69,69,15,69,69,69,69,69,69,69,69,69,69,35,69,69,69,69,15,69,69,69,69,69,69,69,69,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,10,69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,69,69,15,69,69,69,69,69,69,69,69,69,69,35,69,69,69,69,15,69,69,69,69,69,69,69,69,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,10,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,35,69,69,69,69,15,69,69,69,69,69,69,69,69,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,10,69,69,78,78,78,78,74,78,78,78,78,78,78,78,78,78,78,78,78,78,78,74,78,78,78,78,69,69,35,69,69,69,69,15,69,69,69,69,69,69,69,69,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,10,69,69,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,69,69,35,69,69,69,69,15,69,69,69,69,69,69,69,69,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,10,69,69,78,78,78,78,78,78,78,78,78,78,89,89,89,89,78,78,78,78,78,78,78,78,78,78,69,69,35,69,69,69,69,15,69,69,69,69,69,69,69,69,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,10,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,35,69,69,69,69,15,69,69,69,69,69,69,69,69,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,40,54,44,44,44,44,44,44,44,44,44,44,44,44,66,67,44,44,44,44,44,44,44,44,44,44,44,44,53,45,69,69,69,69,15,69,69,69,69,69,69,69,69,69,69
69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,69,15,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,10,69,69,69,69,69,15,69,69,69,69,69,69,69,69,69,69
69,69,69,69,69,69,69,69,69,69,10,89,89,89,89,89,15,69,78,78,78,78,78,78,78,77,78,74,78,89,89,78,77,78,74,78,78,78,78,78,78,78,69,10,89,89,89,89,89,15,69,69,69,69,69,69,69,69,69,69
69,69,69,69,69,69,69,69,69,69,40,41,41,41,41,41,15,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,10,41,41,41,41,41,45,69,69,69,69,69,69,69,69,69,69
69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69
69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69
69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69
69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69
